original_text,normalized_text
ومش واخدين بالهم إن هما طوّلوا شوية وفيه حاجة عمّالة تحصل هناك،,ومش واخدين بالهم ان هما طوّلوا شويه وفيه حاجه عمّاله تحصل هناك،
"""سابور"" كبر وبلغ، يا عزيزي،","""سابور"" كبر وبلغ، يا عزيزي،"
أمر بتجهيز الجيش،,امر بتجهيز الجيش،
وبدأ في إنه يطرد القبائل العربية، اللي كانوا موجودين في أراضي الفُرس.,وبدا في انه يطرد القبايل العربيه، اللي كانوا موجودين في اراضي الفُرس.
وما اكتفاش بس إن هو يهاجمهم في الساحل الشرقي للخليج،,وما اكتفاش بس ان هو يهاجمهم في الساحل الشرقي للخليج،
لأ، دا كمان عدّالهم الناحية التانية،,لا، دا كمان عدّالهم الناحيه التانيه،
"غزا بلاد العرب، لحد ما وصل لحدود ""المدينة""،","غزا بلاد العرب، لحد ما وصل لحدود ""المدينه""،"
أي عربي بيقابله، كان بيقتله،,اي عربي بيقابله، كان بيقتله،
ما كانش بيقبل لا فدية ولا شفاعة.,ما كانش بيقبل لا فديه ولا شفاعه.
وبسبب، يا عزيزي، هذه الحملة، وبسبب تنكيله بالعرب،,وبسبب، يا عزيزي، هذه الحمله، وبسبب تنكيله بالعرب،
"""سابور"" أُطلق عليه ""ذو الأكتاف""،","""سابور"" اُطلق عليه ""ذو الاكتاف""،"
"بيقول المستشرق ""آرثر كريستنسين""","بيقول المستشرق ""ارثر كريستنسين"""
"في كتابه ""(إيران) في عهد الساسانيين""","في كتابه "" ايران في عهد الساسانيين"""
"""أطلق الإيرانيون على (سابور) لقب (ذي الأكتاف).""","""اطلق الايرانيون علي سابور لقب ذي الاكتاف ."""
ليه؟ لأن الروايات بتقول,ليه؟ لان الروايات بتقول
إنه كان في حربه الشديدة مع العرب,انه كان في حربه الشديده مع العرب
كان، يا عزيزي، بينقب أكتاف أسراهم،,كان، يا عزيزي، بينقب اكتاف اسراهم،
يعني بيخلّع ويخرّم كتافهم!,يعني بيخلّع ويخرّم كتافهم!
"""إيه يا (أبو حميد) الإجرام دا؟! الناس تلمس أكتاف!","""ايه يا ابو حميد الاجرام دا الناس تلمس اكتاف!"
أنا أعرف ناس، يا (أبو حميد)، بتخرم في أماكن أخرى،,انا اعرف ناس، يا ابو حميد ، بتخرم في اماكن اخري،
"على سبيل الـPiercing. لكن أكتاف؟!""","علي سبيل ال . لكن اكتاف """
ما هو دي، يا عزيزي، موازين العلاقة ساعتها،,ما هو دي، يا عزيزي، موازين العلاقه ساعتها،
زي ما قُلتلك، الفُرس كانت إمبراطورية قوية متغطرسة،,زي ما قُلتلك، الفُرس كانت امبراطوريه قويه متغطرسه،
قصاد قبائل عربية متنتوَرة،,قصاد قبايل عربيه متنتوَره،
قبائل أقصى طموحاتها إنها تجيب لقمتها، عايشين اليوم بيومه.,قبايل اقصي طموحاتها انها تجيب لقمتها، عايشين اليوم بيومه.
تمُر، يا عزيزي، سنين وسنين،,تمُر، يا عزيزي، سنين وسنين،
ويفضل الحال على ما هو عليه،,ويفضل الحال علي ما هو عليه،
السيادة للفُرس، والخضوع للعرب،,السياده للفُرس، والخضوع للعرب،
بيوصف الشاعر...,بيوصف الشاعر
رهبة العرب من الفُرس، وبيقول، عشان يعني يدّيك Picture للموضوع عامل ازاي...,رهبه العرب من الفُرس، وبيقول، عشان يعني يدّيك للموضوع عامل ازاي
يعني، بتخُش تفتح القلعة كدا، من غير حرب.,يعني، بتخُش تفتح القلعه كدا، من غير حرب.
يعني قاعد مراقبك وحاطط عينه عليك، See First!,يعني قاعد مراقبك وحاطط عينه عليك، !
لو عربي فكر يشبّ بس،,لو عربي فكر يشبّ بس،
"الفُرس هيفكروه فورًا بمجزرة بني ""تميم""،","الفُرس هيفكروه فورًا بمجزره بني ""تميم""،"
أو هيفكروه بالعرب اللي أكتافهم اتخلّعت!,او هيفكروه بالعرب اللي اكتافهم اتخلّعت!
فضل، يا عزيزي، الوضع كدا لمئات السنين،,فضل، يا عزيزي، الوضع كدا لميات السنين،
سيادة فارسية، خضوع عربي،,سياده فارسيه، خضوع عربي،
"والمناذرة حُكّام ""الحيرة"" حلفاء للفُرس وتحت طاعتهم.","والمناذره حُكّام ""الحيره"" حلفاء للفُرس وتحت طاعتهم."
وهنا، بعض أكاسرة الفُرس، جمع كسرى،,وهنا، بعض اكاسره الفُرس، جمع كسري،
اللي هو طبعًا، يا عزيزي، زي ما انت لاحظت، كسرى مش اسم واحد، دا اسم الصنف،,اللي هو طبعًا، يا عزيزي، زي ما انت لاحظت، كسري مش اسم واحد، دا اسم الصنف،
مش اسم شخص بعينه، دي الوظيفة،,مش اسم شخص بعينه، دي الوظيفه،
زي قيصر، المَلِك، السلطان، كدا يعني.,زي قيصر، المَلِك، السلطان، كدا يعني.
"المهم، يا عزيزي، بعض الأمراء بدأوا يتربوا ويروحوا يتعلموا في ""الحيرة""،","المهم، يا عزيزي، بعض الامراء بداوا يتربوا ويروحوا يتعلموا في ""الحيره""،"
وفيه اللي كبر منهم وبقى كسرى أد الدنيا،,وفيه اللي كبر منهم وبقي كسري اد الدنيا،
"زي كسرى ""بهرام جور""،","زي كسري ""بهرام جور""،"
دا كسرى نشأ بين العرب،,دا كسري نشا بين العرب،
"بيقول ""ابن الجوزي"" عنه في كتابه ""المنتظم في تاريخ الملوك والأمم""...","بيقول ""ابن الجوزي"" عنه في كتابه ""المنتظم في تاريخ الملوك والامم"""
"""ابن الجوزي"" بيقول: ""لمّا (بهرام) اتولد،","""ابن الجوزي"" بيقول: ""لمّا بهرام اتولد،"
أبوه طلب من المنجمين: ما تشوفلنا مستقبل الواد دا عامل ازاي,ابوه طلب من المنجمين: ما تشوفلنا مستقبل الواد دا عامل ازاي
عندكم في المستقبل كدا.,عندكم في المستقبل كدا.
المنجّمين بعد ما فتحوا المندل،,المنجّمين بعد ما فتحوا المندل،
قالوله: سيادتك، الواد دا لازم يروح يتربى وسط العرب.,قالوله: سيادتك، الواد دا لازم يروح يتربي وسط العرب.
فقام كسرى سمع الكلام ومشي ورا كلامهم،,فقام كسري سمع الكلام ومشي ورا كلامهم،
وقام جايب (المنذر بن النعمان)، وقام مدّيله الولد،,وقام جايب المنذر بن النعمان ، وقام مدّيله الولد،
الولد دا يا (منذر) يتربى عندكم،,الولد دا يا منذر يتربي عندكم،
"وانت هتبقى رئيس على العرب.""","وانت هتبقي رييس علي العرب."""
"وفضلت، يا عزيزي، دولة المناذرة في ""الحيرة"" تابعة للفُرس.","وفضلت، يا عزيزي، دوله المناذره في ""الحيره"" تابعه للفُرس."
"بيفضل، يا عزيزي، الوضع كدا لحد ما بيوصل للحُكم ""المنذر بن المنذر""،","بيفضل، يا عزيزي، الوضع كدا لحد ما بيوصل للحُكم ""المنذر بن المنذر""،"
مبدئيًا، تحس اسمه عِند!,مبدييًا، تحس اسمه عِند!
"""المنذر""، يا عزيزي، هو رقم 18 في قائمة ملوك ""الحيرة""،","""المنذر""، يا عزيزي، هو رقم 18 في قايمه ملوك ""الحيره""،"
"وفقًا، يا عزيزي، لواحد اسمه ""ابن الكلبي"".","وفقًا، يا عزيزي، لواحد اسمه ""ابن الكلبي""."
"بموت ""المنذر"" بدأت جذور الأزمة،","بموت ""المنذر"" بدات جذور الازمه،"
"وكان لازم كسرى يختار واحد من عيال ""المنذر"" الـ10،","وكان لازم كسري يختار واحد من عيال ""المنذر"" ال10،"
"عشان يخلّيه خليفة الحُكم في ""الحيرة""،","عشان يخلّيه خليفه الحُكم في ""الحيره""،"
زي ما قُلتلك، يا عزيزي، دا مش حُكم،,زي ما قُلتلك، يا عزيزي، دا مش حُكم،
"دي وظيفة، Job Title، عند ""مستر"" كسرى،","دي وظيفه، ، عند ""مستر"" كسري،"
CEO And Founder of فُرس.,فُرس.
وقتها، يا عزيزي، المرشحين البارزين كانوا 2،,وقتها، يا عزيزي، المرشحين البارزين كانوا 2،
دُول، يا عزيزي، اللي دخلوا الإعادة قصاد بعض،,دُول، يا عزيزي، اللي دخلوا الاعاده قصاد بعض،
"الأول هو ""الأسوَد بن المنذر""،","الاول هو ""الاسوَد بن المنذر""،"
